time,observed,predicted,fixed_day0_anchor,model,pooling_mode,density,mix,component
12.0,1458.7166666666665,1721.7135636824673,false,dual_time_decay_kill,partial_5pct,30k,75-25,resistant
13.0,2386.6633333333334,1830.252240954667,false,dual_time_decay_kill,partial_5pct,30k,75-25,resistant
14.0,1738.6666666666667,1906.6493589037268,false,dual_time_decay_kill,partial_5pct,30k,75-25,resistant
0.0,16.75,16.75,true,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
1.0,99.62333333333333,27.33278846585183,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
2.0,151.64666666666665,61.794669746372975,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
3.0,256.715,139.61094468213054,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
4.0,308.39166666666665,276.63380849279605,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
5.0,458.41,467.05188378941864,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
6.0,443.1983333333333,674.4240515698215,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
7.0,684.745,849.7209701983854,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
8.0,381.4466666666667,964.2140189597505,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
9.0,434.4266666666667,1022.5319396828322,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
10.0,381.8066666666667,1045.7759653274568,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
11.0,827.9266666666667,1052.203033797528,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
12.0,564.2466666666667,1052.0010136911233,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
13.0,1105.2716666666665,1049.6845486520192,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
14.0,404.80333333333334,1046.9698634799117,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,sensitive
0.0,50.25,50.25,true,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
1.0,88.58666666666666,56.971088243679965,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
2.0,143.335,80.0984308738965,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
3.0,247.62666666666667,132.34924466558908,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
4.0,494.3083333333334,242.4702514182474,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
5.0,903.3716666666666,460.50829233340676,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
6.0,1360.0966666666666,840.5622474450529,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
7.0,2438.3766666666666,1371.1301316339172,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
8.0,1945.3233333333335,1917.335967744463,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
9.0,3250.286666666667,2324.99237222457,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
10.0,3135.64,2559.5485962688945,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
11.0,3987.5866666666666,2673.952740125442,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
12.0,2308.2483333333334,2725.380148320124,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
13.0,3826.773333333333,2748.1257215272262,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
14.0,2159.3716666666664,2758.6541810278673,false,dual_transit_competitor_scaled,partial_5pct,20k,25-75,resistant
0.0,33.5,33.5,true,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
1.0,154.28,53.714356992901905,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
2.0,285.20666666666665,116.26383745831916,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
3.0,425.075,245.2465550067188,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
4.0,562.615,449.31623736326685,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
5.0,850.4516666666667,706.0145538046977,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
6.0,932.2550000000001,966.0211139280821,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
7.0,1392.045,1177.6492655626355,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
8.0,999.73,1311.6497862668489,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
9.0,1287.6316666666664,1370.1637936507868,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
10.0,1285.185,1375.996995541948,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
11.0,1589.9216666666669,1354.2779048032762,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
12.0,1183.66,1322.214354273842,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
13.0,1283.0133333333333,1288.7049395642232,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
14.0,1010.3066666666667,1257.4424736542767,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,sensitive
0.0,33.5,33.5,true,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
1.0,51.281666666666666,37.97113970055461,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
2.0,89.81333333333333,53.28524132054164,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
3.0,141.95833333333334,87.44786414177462,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
4.0,269.67333333333335,157.9544405201424,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
5.0,503.14333333333326,294.9215283328091,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
6.0,640.2366666666667,535.9090776372828,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
7.0,1228.7583333333334,898.6860180804487,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
8.0,1159.7433333333333,1339.3458074818286,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
9.0,2141.5383333333334,1757.5297574352371,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
10.0,2331.901666666666,2074.132289913012,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
11.0,3319.126666666667,2279.354896279011,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
12.0,1939.1216666666667,2404.04023316753,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
13.0,3037.8416666666667,2481.065044062299,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
14.0,1923.26,2532.0913038053723,false,dual_transit_competitor_scaled,partial_5pct,20k,50-50,resistant
0.0,50.25,50.25,true,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
1.0,216.94833333333335,79.37276275363449,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
2.0,395.03833333333336,166.0884116977369,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
3.0,575.9033333333333,333.9293798930655,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
4.0,750.965,582.0180620035441,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
5.0,1098.7666666666667,877.2427522608165,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
6.0,1222.9466666666665,1168.226873573554,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
7.0,1636.885,1408.8863179529421,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
8.0,1417.09,1572.3460590534662,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
9.0,1830.3733333333337,1653.4081516974027,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
10.0,2137.61,1665.1347546406234,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
11.0,2132.978333333333,1630.8355108183505,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
12.0,1500.195,1573.7234642743406,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
13.0,1762.6516666666669,1510.2397495902476,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
14.0,1454.5266666666666,1449.2855758011226,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,sensitive
0.0,16.75,16.75,true,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
1.0,26.93166666666667,18.981094358745846,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
2.0,42.105,26.593603943671653,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
3.0,64.44166666666668,43.41832470544124,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
4.0,128.0016666666667,77.72544015668367,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
5.0,186.15166666666664,144.14712746352825,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
6.0,262.3983333333333,264.376227034923,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
7.0,430.875,462.73339003836725,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
8.0,525.69,751.3307017420551,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
9.0,900.48,1108.1989092110755,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
10.0,1261.5033333333333,1474.1914997967865,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
11.0,1896.801666666667,1788.013716306681,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
12.0,1271.0700000000004,2023.2684202966882,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
13.0,2274.6516666666666,2187.71538281073,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
14.0,1507.9783333333335,2301.6153972640564,false,dual_transit_competitor_scaled,partial_5pct,20k,75-25,resistant
0.0,25.0,25.0,true,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
1.0,92.28666666666668,36.407903227360045,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
2.0,166.93666666666667,69.96659283906948,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
3.0,254.01833333333335,137.02975128462828,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
4.0,304.3333333333333,242.3016512978811,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
5.0,467.26833333333326,374.263740994907,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
6.0,478.9883333333334,503.60431662885924,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
7.0,644.6283333333333,599.5029211585465,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
8.0,433.00666666666666,651.2237455610049,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
9.0,360.13166666666666,669.4225843998075,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
10.0,420.3900000000001,669.9816148305713,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
11.0,492.47499999999997,663.5232621102494,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
12.0,788.84,655.0418404759109,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
13.0,1077.7166666666667,646.4225822055051,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
14.0,921.545,638.2392062258515,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,sensitive
0.0,75.0,75.0,true,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
1.0,87.41333333333334,84.90329866054317,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
2.0,146.07000000000002,118.77378619712964,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
3.0,261.51,194.26531303356222,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
4.0,490.7949999999999,349.70633048529356,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
5.0,872.2133333333333,645.8674740226834,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
6.0,1398.1966666666667,1129.907703991869,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
7.0,2656.3349999999996,1741.6053848857466,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
8.0,2187.6316666666667,2297.1312813666254,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
9.0,3209.313333333333,2664.6431031285706,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
10.0,3193.9033333333336,2858.7794056272505,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
11.0,3624.1133333333332,2950.6757874586797,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
12.0,2743.473333333334,2994.1913402455602,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
13.0,3918.6783333333333,3017.084578637594,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
14.0,3231.2383333333332,3031.5054957443795,false,dual_transit_competitor_scaled,partial_5pct,30k,25-75,resistant
0.0,50.0,50.0,true,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
1.0,165.45833333333334,71.79708551835675,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
2.0,282.01500000000004,133.56438444526907,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
3.0,432.8383333333333,248.75754579303964,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
4.0,607.8166666666667,415.9521441543801,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
5.0,879.0050000000001,612.4948900192305,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
6.0,947.1116666666667,799.4273962094367,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
7.0,1412.7849999999999,939.425830334787,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
8.0,1018.185,1015.9602368831604,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
9.0,1172.4866666666667,1037.804055735582,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
10.0,1294.5683333333334,1025.907018875788,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
11.0,1082.5033333333333,998.5864231317523,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
12.0,1456.9150000000002,966.5901416943989,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
13.0,1700.3266666666666,934.8237296453642,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
14.0,1370.07,905.0793850168667,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,sensitive
0.0,50.0,50.0,true,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
1.0,53.36166666666666,56.574781766666824,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
2.0,85.83833333333332,78.94623938534944,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
3.0,136.93666666666667,128.1607125437996,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
4.0,278.0416666666667,227.5805523144282,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
5.0,439.5783333333333,414.7417312494832,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
6.0,738.2216666666667,728.1964511044753,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
7.0,1333.6733333333334,1164.7838825885776,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
8.0,1333.7316666666666,1641.092432146618,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
9.0,2235.375,2042.291471101259,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
10.0,2239.6666666666665,2316.6714271089227,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
11.0,2711.556666666667,2484.23116806073,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
12.0,2136.7833333333333,2585.57672632227,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
13.0,3352.3216666666667,2651.4339617813466,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
14.0,2315.278333333333,2699.094309250608,false,dual_transit_competitor_scaled,partial_5pct,30k,50-50,resistant
0.0,75.0,75.0,true,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
1.0,218.08333333333334,106.36966948802963,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
2.0,356.52833333333336,192.72732341897114,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
3.0,545.945,345.86633754081316,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
4.0,755.7766666666666,556.9719842017266,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
5.0,1013.1566666666666,796.8869519467621,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
6.0,1191.6316666666664,1025.822091018179,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
7.0,1758.6866666666667,1208.0103513393067,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
8.0,1400.4566666666667,1322.6745424149856,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
9.0,1660.7133333333334,1368.4220352150394,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
10.0,2107.1266666666666,1360.0466580331947,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
11.0,1744.1750000000002,1318.8376739888392,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
12.0,1827.7083333333333,1263.0607025386014,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
13.0,1923.9083333333335,1204.190156211137,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
14.0,1647.07,1147.8848959220388,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,sensitive
0.0,25.0,25.0,true,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
1.0,28.45,28.27435922004496,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
2.0,45.685,39.368794832709334,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
3.0,72.71833333333332,63.53974944025851,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
4.0,127.53333333333332,111.84443854108915,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
5.0,211.36,202.96442322420518,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
6.0,311.8583333333333,362.00918502000167,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
7.0,585.2883333333333,610.4155026817685,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
8.0,720.1316666666667,944.2680533617868,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
9.0,1168.5216666666668,1317.941240041454,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
10.0,1358.1716666666664,1664.1706471531425,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
11.0,1719.3033333333333,1938.751518165724,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
12.0,1458.7166666666665,2137.399427334613,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
13.0,2386.6633333333334,2277.978748881343,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
14.0,1738.6666666666667,2380.545867981598,false,dual_transit_competitor_scaled,partial_5pct,30k,75-25,resistant
0.0,16.75,16.75,true,dual_transit_damage,partial_5pct,20k,25-75,sensitive
1.0,99.62333333333333,27.649528909096478,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
2.0,151.64666666666665,65.50942049648354,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
3.0,256.715,154.89536858474955,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
4.0,308.39166666666665,315.2087396941086,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
5.0,458.41,536.0269471589504,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
6.0,443.1983333333333,767.7119360797057,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
7.0,684.745,949.1439874508462,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
8.0,381.4466666666667,1048.2054574477704,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
9.0,434.4266666666667,1073.036350123514,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
10.0,381.8066666666667,1050.8910481404905,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
11.0,827.9266666666667,1006.2034992900872,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
12.0,564.2466666666667,953.853575066902,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
13.0,1105.2716666666665,901.1944540811689,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
14.0,404.80333333333334,851.3270302328237,false,dual_transit_damage,partial_5pct,20k,25-75,sensitive
0.0,50.25,50.25,true,dual_transit_damage,partial_5pct,20k,25-75,resistant
1.0,88.58666666666666,56.9691806543142,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
2.0,143.335,80.05901835473567,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
3.0,247.62666666666667,131.9635138760066,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
4.0,494.3083333333334,239.88080824541146,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
5.0,903.3716666666666,447.9956362578211,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
6.0,1360.0966666666666,798.1911518053502,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
7.0,2438.3766666666666,1275.3617588476582,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
8.0,1945.3233333333335,1775.8254741049902,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
9.0,3250.286666666667,2183.9302502927558,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
10.0,3135.64,2463.4787953836135,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
11.0,3987.5866666666666,2643.1409296452857,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
12.0,2308.2483333333334,2762.5217580391254,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
13.0,3826.773333333333,2848.772058337889,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
14.0,2159.3716666666664,2916.5745761968465,false,dual_transit_damage,partial_5pct,20k,25-75,resistant
0.0,33.5,33.5,true,dual_transit_damage,partial_5pct,20k,50-50,sensitive
1.0,154.28,54.29812572882955,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
2.0,285.20666666666665,122.64890285829651,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
3.0,425.075,268.8218202902557,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
4.0,562.615,501.9915483038438,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
5.0,850.4516666666667,790.1214679169948,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
6.0,932.2550000000001,1070.4489756982482,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
7.0,1392.045,1284.6395519306031,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
8.0,999.73,1405.2023889033846,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
9.0,1287.6316666666664,1438.0513711685267,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
10.0,1285.185,1408.326236855236,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
11.0,1589.9216666666669,1343.5744883881616,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
12.0,1183.66,1264.3367149121273,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
13.0,1283.0133333333333,1182.7604134175176,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
14.0,1010.3066666666667,1104.8538828547983,false,dual_transit_damage,partial_5pct,20k,50-50,sensitive
0.0,33.5,33.5,true,dual_transit_damage,partial_5pct,20k,50-50,resistant
1.0,51.281666666666666,37.96861250733539,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
2.0,89.81333333333333,53.235786405560326,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
3.0,141.95833333333334,87.00270206037446,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
4.0,269.67333333333335,155.24183933299966,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
5.0,503.14333333333326,282.87435087976496,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
6.0,640.2366666666667,496.50266788017655,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
7.0,1228.7583333333334,804.8118619987093,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
8.0,1159.7433333333333,1178.2449962591654,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
9.0,2141.5383333333334,1556.0773451055102,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
10.0,2331.901666666666,1884.2611034566983,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
11.0,3319.126666666667,2142.659831604802,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
12.0,1939.1216666666667,2338.7272721342283,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
13.0,3037.8416666666667,2488.929388495382,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
14.0,1923.26,2607.732930700236,false,dual_transit_damage,partial_5pct,20k,50-50,resistant
0.0,50.25,50.25,true,dual_transit_damage,partial_5pct,20k,75-25,sensitive
1.0,216.94833333333335,80.19465095103749,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
2.0,395.03833333333336,174.64101959611736,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
3.0,575.9033333333333,363.3438812897896,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
4.0,750.965,643.0337156549868,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
5.0,1098.7666666666667,968.5178084597862,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
6.0,1222.9466666666665,1276.2294372470142,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
7.0,1636.885,1517.045077387344,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
8.0,1417.09,1669.5311913355802,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
9.0,1830.3733333333337,1735.1301516243545,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
10.0,2137.61,1728.7923818530817,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
11.0,2132.978333333333,1671.3131640675672,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
12.0,1500.195,1583.5262503476274,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
13.0,1762.6516666666669,1482.3423797098885,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
14.0,1454.5266666666666,1379.2192275211942,false,dual_transit_damage,partial_5pct,20k,75-25,sensitive
0.0,16.75,16.75,true,dual_transit_damage,partial_5pct,20k,75-25,resistant
1.0,26.93166666666667,18.97920339675616,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
2.0,42.105,26.558052327510843,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
3.0,64.44166666666668,43.115613592777336,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
4.0,128.0016666666667,75.98289481540465,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
5.0,186.15166666666664,136.69929252965173,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
6.0,262.3983333333333,239.82917555742154,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
7.0,430.875,399.194518530111,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
8.0,525.69,621.4915176982591,false,dual_transit_damage,partial_5pct,20k,75-25,resistant
