time,observed,pred_theta_logistic_hill_kill,pred_pkpd_inhibition,pred_lotka_volterra_hill_competition
13.0,2390.29,NaN,NaN,NaN
13.0,2868.09,NaN,NaN,NaN
13.0,2614.74,NaN,NaN,NaN
13.0,2413.08,NaN,NaN,NaN
13.0,1909.95,NaN,NaN,NaN
13.0,2399.25,NaN,NaN,NaN
13.0,2866.66,NaN,NaN,NaN
13.0,1444.23,NaN,NaN,NaN
13.0,504.87,NaN,NaN,NaN
13.0,1434.1,NaN,NaN,NaN
13.0,432.46,NaN,NaN,NaN
13.0,873.51,NaN,NaN,NaN
13.0,485.45,NaN,NaN,NaN
13.0,2901.24,NaN,NaN,NaN
13.0,1051.62,NaN,NaN,NaN
13.0,1737.68,NaN,NaN,NaN
13.0,1130.56,NaN,NaN,NaN
13.0,1558.78,NaN,NaN,NaN
13.0,909.79,NaN,NaN,NaN
13.0,1309.65,NaN,NaN,NaN
13.0,1527.41,NaN,NaN,NaN
13.0,2538.12,NaN,NaN,NaN
13.0,1111.68,NaN,NaN,NaN
13.0,2351.89,NaN,NaN,NaN
13.0,1522.61,NaN,NaN,NaN
13.0,1524.2,NaN,NaN,NaN
13.0,3946.4,NaN,NaN,NaN
13.0,4139.24,NaN,NaN,NaN
13.0,3674.58,NaN,NaN,NaN
13.0,3989.53,NaN,NaN,NaN
13.0,3426.96,NaN,NaN,NaN
13.0,4335.36,NaN,NaN,NaN
13.0,3481.45,NaN,NaN,NaN
13.0,3332.59,NaN,NaN,NaN
13.0,3441.56,NaN,NaN,NaN
13.0,3714.91,NaN,NaN,NaN
13.0,2852.41,NaN,NaN,NaN
13.0,3291.01,NaN,NaN,NaN
13.0,2378.01,NaN,NaN,NaN
13.0,2804.32,NaN,NaN,NaN
13.0,2737.72,NaN,NaN,NaN
13.0,2248.9,NaN,NaN,NaN
13.0,2318.55,NaN,NaN,NaN
13.0,1832.48,NaN,NaN,NaN
13.0,1509.84,NaN,NaN,NaN
13.0,1101.54,NaN,NaN,NaN
13.0,563.21,NaN,NaN,NaN
13.0,666.5,NaN,NaN,NaN
13.0,735.97,NaN,NaN,NaN
13.0,1889.24,NaN,NaN,NaN
13.0,1526.08,NaN,NaN,NaN
13.0,1966.08,NaN,NaN,NaN
13.0,1566.86,NaN,NaN,NaN
13.0,2105.73,NaN,NaN,NaN
13.0,1312.42,NaN,NaN,NaN
13.0,1724.79,NaN,NaN,NaN
13.0,1853.07,NaN,NaN,NaN
13.0,2743.1,NaN,NaN,NaN
13.0,1395.0,NaN,NaN,NaN
13.0,2009.87,NaN,NaN,NaN
13.0,1456.2,NaN,NaN,NaN
13.0,2086.21,NaN,NaN,NaN
13.0,1105.27,NaN,NaN,NaN
13.0,1077.72,NaN,NaN,NaN
13.0,504.87,NaN,NaN,NaN
13.0,1434.1,NaN,NaN,NaN
13.0,432.46,NaN,NaN,NaN
13.0,873.51,NaN,NaN,NaN
13.0,485.45,NaN,NaN,NaN
13.0,2901.24,NaN,NaN,NaN
13.0,1509.84,NaN,NaN,NaN
13.0,1101.54,NaN,NaN,NaN
13.0,563.21,NaN,NaN,NaN
13.0,666.5,NaN,NaN,NaN
13.0,735.97,NaN,NaN,NaN
13.0,1889.24,NaN,NaN,NaN
13.0,3826.77,NaN,NaN,NaN
13.0,3918.68,NaN,NaN,NaN
13.0,3468.8,NaN,NaN,NaN
13.0,4202.84,NaN,NaN,NaN
13.0,3603.66,NaN,NaN,NaN
13.0,4128.95,NaN,NaN,NaN
13.0,3174.64,NaN,NaN,NaN
13.0,4381.75,NaN,NaN,NaN
13.0,3946.4,NaN,NaN,NaN
13.0,4139.24,NaN,NaN,NaN
13.0,3674.58,NaN,NaN,NaN
13.0,3989.53,NaN,NaN,NaN
13.0,3426.96,NaN,NaN,NaN
13.0,4335.36,NaN,NaN,NaN
13.0,1283.01,NaN,NaN,NaN
13.0,1700.33,NaN,NaN,NaN
13.0,1051.62,NaN,NaN,NaN
13.0,1737.68,NaN,NaN,NaN
13.0,1130.56,NaN,NaN,NaN
13.0,1558.78,NaN,NaN,NaN
13.0,909.79,NaN,NaN,NaN
13.0,1309.65,NaN,NaN,NaN
13.0,1526.08,NaN,NaN,NaN
13.0,1966.08,NaN,NaN,NaN
13.0,1566.86,NaN,NaN,NaN
13.0,2105.73,NaN,NaN,NaN
13.0,1312.42,NaN,NaN,NaN
13.0,1724.79,NaN,NaN,NaN
13.0,3037.84,NaN,NaN,NaN
13.0,3352.32,NaN,NaN,NaN
13.0,2999.52,NaN,NaN,NaN
13.0,3297.68,NaN,NaN,NaN
13.0,3202.26,NaN,NaN,NaN
13.0,3469.21,NaN,NaN,NaN
13.0,2390.29,NaN,NaN,NaN
13.0,2868.09,NaN,NaN,NaN
13.0,3481.45,NaN,NaN,NaN
13.0,3332.59,NaN,NaN,NaN
13.0,3441.56,NaN,NaN,NaN
13.0,3714.91,NaN,NaN,NaN
13.0,2852.41,NaN,NaN,NaN
13.0,3291.01,NaN,NaN,NaN
13.0,1762.65,NaN,NaN,NaN
13.0,1923.91,NaN,NaN,NaN
13.0,1527.41,NaN,NaN,NaN
13.0,2538.12,NaN,NaN,NaN
13.0,1111.68,NaN,NaN,NaN
13.0,2351.89,NaN,NaN,NaN
13.0,1522.61,NaN,NaN,NaN
13.0,1524.2,NaN,NaN,NaN
13.0,1853.07,NaN,NaN,NaN
13.0,2743.1,NaN,NaN,NaN
13.0,1395.0,NaN,NaN,NaN
13.0,2009.87,NaN,NaN,NaN
13.0,1456.2,NaN,NaN,NaN
13.0,2086.21,NaN,NaN,NaN
13.0,2274.65,NaN,NaN,NaN
13.0,2386.66,NaN,NaN,NaN
13.0,2614.74,NaN,NaN,NaN
13.0,2413.08,NaN,NaN,NaN
13.0,1909.95,NaN,NaN,NaN
13.0,2399.25,NaN,NaN,NaN
13.0,2866.66,NaN,NaN,NaN
13.0,1444.23,NaN,NaN,NaN
13.0,2378.01,NaN,NaN,NaN
13.0,2804.32,NaN,NaN,NaN
13.0,2737.72,NaN,NaN,NaN
13.0,2248.9,NaN,NaN,NaN
13.0,2318.55,NaN,NaN,NaN
13.0,1832.48,NaN,NaN,NaN
14.0,2159.37,NaN,NaN,NaN
14.0,1923.26,NaN,NaN,NaN
14.0,1507.98,NaN,NaN,NaN
14.0,404.8,NaN,NaN,NaN
14.0,1010.31,NaN,NaN,NaN
14.0,1454.53,NaN,NaN,NaN
14.0,3231.24,NaN,NaN,NaN
14.0,2315.28,NaN,NaN,NaN
14.0,1738.67,NaN,NaN,NaN
14.0,921.54,NaN,NaN,NaN
14.0,1370.07,NaN,NaN,NaN
14.0,1647.07,NaN,NaN,NaN
14.0,1698.62,NaN,NaN,NaN
14.0,2430.91,NaN,NaN,NaN
14.0,2031.46,NaN,NaN,NaN
14.0,1862.68,NaN,NaN,NaN
14.0,2319.64,NaN,NaN,NaN
14.0,2612.92,NaN,NaN,NaN
14.0,2196.98,NaN,NaN,NaN
14.0,1943.39,NaN,NaN,NaN
14.0,2243.79,NaN,NaN,NaN
14.0,1720.71,NaN,NaN,NaN
14.0,1857.1,NaN,NaN,NaN
14.0,1577.59,NaN,NaN,NaN
14.0,1855.4,NaN,NaN,NaN
14.0,1732.94,NaN,NaN,NaN
14.0,1065.56,NaN,NaN,NaN
14.0,1235.55,NaN,NaN,NaN
14.0,1963.31,NaN,NaN,NaN
14.0,1195.11,NaN,NaN,NaN
14.0,177.04,NaN,NaN,NaN
14.0,763.04,NaN,NaN,NaN
14.0,386.31,NaN,NaN,NaN
14.0,295.73,NaN,NaN,NaN
14.0,458.47,NaN,NaN,NaN
14.0,348.23,NaN,NaN,NaN
14.0,1122.74,NaN,NaN,NaN
14.0,1158.25,NaN,NaN,NaN
14.0,1220.06,NaN,NaN,NaN
14.0,948.9,NaN,NaN,NaN
14.0,868.31,NaN,NaN,NaN
14.0,743.58,NaN,NaN,NaN
14.0,1176.95,NaN,NaN,NaN
14.0,1876.95,NaN,NaN,NaN
14.0,847.87,NaN,NaN,NaN
14.0,1851.1,NaN,NaN,NaN
14.0,1495.93,NaN,NaN,NaN
14.0,1478.36,NaN,NaN,NaN
14.0,2747.04,NaN,NaN,NaN
14.0,3590.48,NaN,NaN,NaN
14.0,3352.66,NaN,NaN,NaN
14.0,3158.12,NaN,NaN,NaN
14.0,2893.22,NaN,NaN,NaN
14.0,3645.91,NaN,NaN,NaN
14.0,2067.81,NaN,NaN,NaN
14.0,2346.81,NaN,NaN,NaN
14.0,2372.42,NaN,NaN,NaN
14.0,2694.58,NaN,NaN,NaN
14.0,2162.17,NaN,NaN,NaN
14.0,2247.88,NaN,NaN,NaN
14.0,1673.08,NaN,NaN,NaN
14.0,1623.01,NaN,NaN,NaN
14.0,1958.88,NaN,NaN,NaN
14.0,1633.13,NaN,NaN,NaN
14.0,1766.64,NaN,NaN,NaN
14.0,1777.26,NaN,NaN,NaN
14.0,903.52,NaN,NaN,NaN
14.0,1309.58,NaN,NaN,NaN
14.0,1276.13,NaN,NaN,NaN
14.0,776.05,NaN,NaN,NaN
14.0,723.96,NaN,NaN,NaN
14.0,540.03,NaN,NaN,NaN
14.0,1272.98,NaN,NaN,NaN
14.0,1407.43,NaN,NaN,NaN
14.0,1286.69,NaN,NaN,NaN
14.0,1978.11,NaN,NaN,NaN
14.0,1183.65,NaN,NaN,NaN
14.0,1091.56,NaN,NaN,NaN
14.0,1543.33,NaN,NaN,NaN
14.0,2080.62,NaN,NaN,NaN
14.0,1422.29,NaN,NaN,NaN
14.0,1930.69,NaN,NaN,NaN
14.0,1056.95,NaN,NaN,NaN
14.0,1848.54,NaN,NaN,NaN
14.0,404.8,NaN,NaN,NaN
14.0,921.54,NaN,NaN,NaN
14.0,177.04,NaN,NaN,NaN
14.0,763.04,NaN,NaN,NaN
14.0,386.31,NaN,NaN,NaN
14.0,295.73,NaN,NaN,NaN
14.0,458.47,NaN,NaN,NaN
14.0,348.23,NaN,NaN,NaN
14.0,903.52,NaN,NaN,NaN
14.0,1309.58,NaN,NaN,NaN
14.0,1276.13,NaN,NaN,NaN
14.0,776.05,NaN,NaN,NaN
14.0,723.96,NaN,NaN,NaN
14.0,540.03,NaN,NaN,NaN
14.0,2159.37,NaN,NaN,NaN
14.0,3231.24,NaN,NaN,NaN
14.0,1698.62,NaN,NaN,NaN
14.0,2430.91,NaN,NaN,NaN
14.0,2031.46,NaN,NaN,NaN
14.0,1862.68,NaN,NaN,NaN
14.0,2319.64,NaN,NaN,NaN
14.0,2612.92,NaN,NaN,NaN
14.0,2747.04,NaN,NaN,NaN
14.0,3590.48,NaN,NaN,NaN
14.0,3352.66,NaN,NaN,NaN
14.0,3158.12,NaN,NaN,NaN
14.0,2893.22,NaN,NaN,NaN
14.0,3645.91,NaN,NaN,NaN
14.0,1010.31,NaN,NaN,NaN
14.0,1370.07,NaN,NaN,NaN
14.0,1122.74,NaN,NaN,NaN
14.0,1158.25,NaN,NaN,NaN
14.0,1220.06,NaN,NaN,NaN
14.0,948.9,NaN,NaN,NaN
14.0,868.31,NaN,NaN,NaN
14.0,743.58,NaN,NaN,NaN
14.0,1272.98,NaN,NaN,NaN
14.0,1407.43,NaN,NaN,NaN
14.0,1286.69,NaN,NaN,NaN
14.0,1978.11,NaN,NaN,NaN
14.0,1183.65,NaN,NaN,NaN
14.0,1091.56,NaN,NaN,NaN
14.0,1923.26,NaN,NaN,NaN
14.0,2315.28,NaN,NaN,NaN
14.0,2196.98,NaN,NaN,NaN
14.0,1943.39,NaN,NaN,NaN
14.0,2243.79,NaN,NaN,NaN
14.0,1720.71,NaN,NaN,NaN
14.0,1857.1,NaN,NaN,NaN
14.0,1577.59,NaN,NaN,NaN
14.0,2067.81,NaN,NaN,NaN
14.0,2346.81,NaN,NaN,NaN
14.0,2372.42,NaN,NaN,NaN
14.0,2694.58,NaN,NaN,NaN
14.0,2162.17,NaN,NaN,NaN
14.0,2247.88,NaN,NaN,NaN
14.0,1454.53,NaN,NaN,NaN
14.0,1647.07,NaN,NaN,NaN
14.0,1176.95,NaN,NaN,NaN
14.0,1876.95,NaN,NaN,NaN
14.0,847.87,NaN,NaN,NaN
14.0,1851.1,NaN,NaN,NaN
14.0,1495.93,NaN,NaN,NaN
14.0,1478.36,NaN,NaN,NaN
14.0,1543.33,NaN,NaN,NaN
14.0,2080.62,NaN,NaN,NaN
14.0,1422.29,NaN,NaN,NaN
14.0,1930.69,NaN,NaN,NaN
14.0,1056.95,NaN,NaN,NaN
14.0,1848.54,NaN,NaN,NaN
14.0,1507.98,NaN,NaN,NaN
14.0,1738.67,NaN,NaN,NaN
14.0,1855.4,NaN,NaN,NaN
14.0,1732.94,NaN,NaN,NaN
14.0,1065.56,NaN,NaN,NaN
14.0,1235.55,NaN,NaN,NaN
14.0,1963.31,NaN,NaN,NaN
14.0,1195.11,NaN,NaN,NaN
14.0,1673.08,NaN,NaN,NaN
14.0,1623.01,NaN,NaN,NaN
14.0,1958.88,NaN,NaN,NaN
14.0,1633.13,NaN,NaN,NaN
14.0,1766.64,NaN,NaN,NaN
14.0,1777.26,NaN,NaN,NaN
