time,count,source_file,condition,density,cell_line,dose,mix
2.0,75.24,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,155.96,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,102.43,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,162.01,measure_25-75A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,285.21,measure_50-50A2780IC50tre1uM_2000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,282.02,measure_50-50A2780IC50tre1uM_2000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,313.38,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,288.5,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,264.4,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,209.58,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,266.82,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,368.56,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,239.28,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,448.49,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,259.12,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,213.81,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,289.76,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,241.63,measure_50-50A2780IC50tre1uM_2000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,89.81,measure_50-50A2780cisIC50tre1uM_5000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,85.84,measure_50-50A2780cisIC50tre1uM_5000Thres_day_averages.csv,coculture_treated,,,0.0,
2.0,76.37,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,101.03,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,107.36,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,76.32,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,73.06,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,104.74,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,97.96,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,131.42,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,67.35,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,61.6,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,82.46,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,74.24,measure_50-50A2780cisIC50tre1uM_5000Thres_well_day_averages.csv,coculture_treated,,,0.0,
2.0,395.04,measure_75-25A2780IC50tre1uM_2000Thres_day_averages.csv,coculture_treated,,,0.0,
