time,observed,predicted,fixed_day0_anchor,model,route,density,mix,component
1.0,218.08333333333334,118.29660917923017,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
2.0,356.52833333333336,264.14894301856594,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
3.0,545.945,537.862662461157,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
4.0,755.7766666666666,792.9920365379002,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
5.0,1013.1566666666666,944.093993599956,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
6.0,1191.6316666666664,1003.1235617364717,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
7.0,1758.6866666666667,1008.9884899136979,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
8.0,1400.4566666666667,991.633808174045,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
9.0,1660.7133333333334,967.4915609035187,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
10.0,2107.1266666666666,944.0135102288086,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
11.0,1744.1750000000002,923.9424625055133,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
12.0,1827.7083333333333,907.8476874639221,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
13.0,1923.9083333333335,895.4105661744277,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
14.0,1647.07,886.0245764328847,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,sensitive
0.0,25.0,25.0,true,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
1.0,28.45,28.33041826899473,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
2.0,45.685,39.65604534644289,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
3.0,72.71833333333332,64.45213205503288,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
4.0,127.53333333333332,114.96596414931655,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
5.0,211.36,216.96395457721923,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
6.0,311.8583333333333,419.973160379216,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
7.0,585.2883333333333,720.6040931131013,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
8.0,720.1316666666667,781.1798077020242,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
9.0,1168.5216666666668,1171.3167594388076,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
10.0,1358.1716666666664,1652.448662900241,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
11.0,1719.3033333333333,2077.2070005812293,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
12.0,1458.7166666666665,2369.6744564601117,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
13.0,2386.6633333333334,2539.821370836204,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
14.0,1738.6666666666667,2630.656144128935,false,stage2_plus_asymmetric_competition_death,treatment_first,30k,75-25,resistant
