Image,Area µm^2,Confluency %,Perimeter µm,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-4_A6.tif,150228.8,23.69739265,41089.8,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-4_B3.tif,55781.2,8.799038525,21175.9,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-4_B6.tif,54956.8,8.668996013,24031.3,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-4_C3.tif,46831.9,7.387357968,14302.7,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-4_C6.tif,128520.7,20.27311335,34330.4,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-5_A3.tif,29041.6,4.581080314,15063.8,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-5_A6.tif,83288.9,13.13815837,29791.9,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-5_B3.tif,53918.4,8.505196711,23625.8,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-5_B6.tif,61163.9,9.648116434,25832.5,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-5_C3.tif,55234.1,8.712737872,24051.2,
25-75_co-cultureA2780_15and20_Day16_FITC_Tile-5_C6.tif,92872.8,14.64994201,32190.6,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-0_A3.tif,63547.8,10.02415761,21545.8,5.755837632
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-0_A6.tif,83865.8,13.22915974,31113.6,7.41613011
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-0_B3.tif,38462.5,6.067152002,16926.2,5.714609129
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-0_B6.tif,60520.2,9.546577903,24539.2,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-0_C3.tif,44174.2,6.968127032,19376.1,10.01719067
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-0_C6.tif,77982.1,12.30105308,27115.8,8.794853104
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-1_A3.tif,37442.3,5.906223605,16495.1,9.981059862
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-1_A6.tif,61310.1,9.671178316,25738.6,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-1_B3.tif,60536.9,9.549212195,23637.2,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-1_B6.tif,57253.2,9.031234761,22782.1,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-1_C3.tif,38172,6.021327949,17042.9,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-1_C6.tif,68014.1,10.72868074,24416.9,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-2_A3.tif,12044.2,1.899876299,5629.7,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-2_A6.tif,62637.5,9.880565058,22792.1,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-2_B3.tif,35822.5,5.6507131,12490.1,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-2_B6.tif,42620.6,6.723059048,18551,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-2_C3.tif,41968.3,6.620163936,18903.8,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-2_C6.tif,26175.4,4.128960169,11545.4,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-3_A3.tif,29211.1,4.607817585,12337.9,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-3_A6.tif,48845.4,7.704971502,20259.6,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-3_B3.tif,68017.7,10.72924861,25365.8,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-3_B6.tif,58021.9,9.152491043,23685.6,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-3_C3.tif,27568,4.34863169,13902.9,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-3_C6.tif,96238.5,15.18085429,28938.3,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-4_A3.tif,50203.1,7.919137827,19653.6,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-4_A6.tif,74432.7,11.7411636,26987.7,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-4_B3.tif,40215.9,6.34373684,15701.2,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-4_B6.tif,43062.9,6.792828338,18811.3,
