model,pooling_mode,eligible_for_inheritance,cell_line,density,dose,bic,ssr,scaled_ssr,n_parameters,n_points,n_densities,n_doses,ic_mapping,joint_group,growth_family,growth_inheritance,residual_scaling,initial_condition_strategy,effect_parameter_scope,boundary_issue,model_behavior,anchored_hill_limitation,ic75_low_density_net_rate,ic75_long_term_fate,params
joint_ic_effect_transit_death,independent_diagnostic,false,A2780cis,20k/30k,NaN,-351.0974848827773,1.2550277724278096e7,0.8429077847746198,8,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,false,"delayed damage transit; EC50=0.5, Hill n=4, visible damaged fraction=0.5",,0.5891065765251312,survival_or_regrowth,"(names = [:emax_20k, :lambda_20k, :t_onset_20k, :k_clear_20k, :emax_30k, :lambda_30k, :t_onset_30k, :k_clear_30k], values = [0.8553167858461936, 0.5100024857803187, 4.86139519197243, 0.36663932488376727, 0.764707340272365, 0.9205051253900668, 4.536151301847487, 0.43195875945978385], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_hill_ramp,shared,true,A2780cis,20k/30k,NaN,-344.481496800395,1.5993210760786343e7,1.1262069699211443,4,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,shared,true,early logistic growth followed by accumulating kill,,0.7886265526313362,survival_or_regrowth,"(names = [:emax, :ec50_effect, :hill_n, :lambda], values = [0.5273059261478202, 0.5464208518037965, 11.716816907855476, 0.08077424834127014], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_hill_ramp,partial_5pct,true,A2780cis,20k/30k,NaN,-342.57744074234677,1.5507160132785238e7,1.092834563471292,5,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,amplitude_only_plus_or_minus_5pct,true,early logistic growth followed by accumulating kill,,0.7733271388035844,survival_or_regrowth,"(names = [:emax, :ec50_effect, :hill_n, :lambda, :log_contrast_effect], values = [1.7864681152716537, 0.9928665648018512, 2.852809741416124, 0.0705037413841764, 0.04380106950733244], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_two_population,independent_diagnostic,false,A2780cis,20k/30k,NaN,-341.54050017113633,1.2854273206410112e7,0.8499143265550407,10,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,false,sensitive/tolerant populations; EC50=0.5 and Hill n=4 fixed,,1.1208553324982315,survival_or_regrowth,"(names = [:emax_sensitive_20k, :emax_tolerant_20k, :lambda_20k, :t_onset_20k, :f_tolerant0_20k, :emax_sensitive_30k, :emax_tolerant_30k, :lambda_30k, :t_onset_30k, :f_tolerant0_30k], values = [1.4817217746420328, 0.21853123856808435, 0.8575616331967526, 6.183411133058904, 0.3900144216811802, 1.7086021912621168, 0.19279140138338433, 0.15888847217432467, 4.78221342117688, 0.17395890955506263], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_anchored_hill_kill,shared,true,A2780cis,20k/30k,NaN,-330.8185443586322,1.9068803574165016e7,1.3969025727023887,3,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,shared,true,immediate logistic growth or extinction,monotonic benchmark; cannot represent rise_then_decline,NaN,not_assessed,"(names = [:emax, :ec50_uM, :hill_n], values = [2.99975328949489, 3.3582574378131946, 3.236017948912962], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_anchored_linear_kill,shared,true,A2780cis,20k/30k,NaN,-330.7348650660613,2.139859395700131e7,1.5538708767433176,1,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,shared,true,immediate net growth or extinction,,NaN,not_assessed,"(names = [:k_kill], values = [0.10489170076714704], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_intracellular_platinum_pkpd,independent_diagnostic,false,A2780cis,20k/30k,NaN,-330.66240599102093,1.3789504858170094e7,0.9674238108311155,10,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,"lumped cisplatin uptake, DNA binding/repair, and DNA-bound Hill kill",,1.0040910196304376,survival_or_regrowth,"(names = [:emax_20k, :ec50_bound_20k, :hill_n_20k, :k_efflux_20k, :k_repair_20k, :emax_30k, :ec50_bound_30k, :hill_n_30k, :k_efflux_30k, :k_repair_30k], values = [0.37826939990000324, 4.013614464809473, 1.9694021978028198, 1.5855317493749899, 0.11748084749976967, 0.961505442955706, 4.224602128544575, 3.1795351724515406, 0.8511842342093211, 0.4960781728519145], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_logistic_hill,shared,true,A2780cis,20k/30k,NaN,-329.67877623626515,1.93662133384753e7,1.4159858546897555,3,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,shared,true,logistic survival below threshold and extinction above it,,1.108515267858249,survival_or_regrowth,"(names = [:emax, :ec50_effect, :hill_n], values = [0.7983132136554143, 0.9999986802813872, 3.930139115316461], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_hill_ramp,independent_diagnostic,false,A2780cis,20k/30k,NaN,-327.33267987321165,1.5873595651924178e7,1.1185314605884056,8,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,early logistic growth followed by accumulating kill,,0.5870756614141277,survival_or_regrowth,"(names = [:emax_20k, :ec50_effect_20k, :hill_n_20k, :lambda_20k, :emax_30k, :ec50_effect_30k, :hill_n_30k, :lambda_30k], values = [1.0841752357189671, 0.5062133092285883, 1.694692744804931, 0.03755460173746872, 1.1750816791508838, 0.5455605687297893, 10.005193125984986, 0.0333641488426089], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_anchored_hill_kill,partial_5pct,true,A2780cis,20k/30k,NaN,-326.97570957733666,1.8958091359499153e7,1.3871586960482725,4,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,amplitude_only_plus_or_minus_5pct,true,immediate logistic growth or extinction,monotonic benchmark; cannot represent rise_then_decline,NaN,not_assessed,"(names = [:emax, :ec50_uM, :hill_n, :log_contrast_effect], values = [2.99999999999972, 3.335443693884218, 3.2574172727822246, 0.04878978958906388], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_anchored_linear_kill,independent_diagnostic,false,A2780cis,20k/30k,NaN,-326.6843470839318,2.133438026736115e7,1.5468518341021409,2,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,immediate net growth or extinction,,NaN,not_assessed,"(names = [:k_kill_20k, :k_kill_30k], values = [0.0974958638688536, 0.11305336787025722], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_anchored_linear_kill,partial_5pct,true,A2780cis,20k/30k,NaN,-326.6400912200997,2.1338862389741503e7,1.5476670162551138,2,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,amplitude_only_plus_or_minus_5pct,true,immediate net growth or extinction,,NaN,not_assessed,"(names = [:k_kill, :log_contrast_effect], values = [0.10514632726839448, 0.04879016290905583], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_hill_ramp_onset,independent_diagnostic,false,A2780cis,20k/30k,NaN,-326.54667654257594,1.4606084614566345e7,1.0160049015187764,10,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,delayed switch from logistic growth to extinction,,0.7641247108192197,survival_or_regrowth,"(names = [:emax_20k, :ec50_effect_20k, :hill_n_20k, :lambda_20k, :t_onset_20k, :emax_30k, :ec50_effect_30k, :hill_n_30k, :lambda_30k, :t_onset_30k], values = [0.8564153352180822, 0.5592635885055803, 1.808072968310761, 0.08437832996860425, 2.1773126645109326, 0.4265908396869689, 0.5136456331408661, 2.8011870938272088, 0.5539286892585497, 3.6711817168158976], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_time_decay_dose_scaled,shared,true,A2780cis,20k/30k,NaN,-326.30404790374314,2.1398707118823625e7,1.5538708834670425,2,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,shared,true,waning drug effect and regrowth,,1.3033401811989338,survival_or_regrowth,"(names = [:k_kill, :lambda], values = [0.10489677255923086, 1.0700137235656761e-9], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_logistic_hill,partial_5pct,true,A2780cis,20k/30k,NaN,-325.85533877708514,1.924901306705987e7,1.4057842036926662,4,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,amplitude_only_plus_or_minus_5pct,true,logistic survival below threshold and extinction above it,,1.1171418844554655,survival_or_regrowth,"(names = [:emax, :ec50_effect, :hill_n, :log_contrast_effect], values = [0.8006915276900086, 0.9999999973095026, 3.9278468667978768, 0.04875835591502102], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_time_decay_dose_scaled,partial_5pct,true,A2780cis,20k/30k,NaN,-322.20927437117103,2.1338931264157135e7,1.547667017177917,3,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,amplitude_only_plus_or_minus_5pct,true,waning drug effect and regrowth,,1.3033401811989338,survival_or_regrowth,"(names = [:k_kill, :lambda, :log_contrast_effect], values = [0.10514929375772412, 4.678811484419649e-13, 0.048790144533646815], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_time_decay_dose_scaled,independent_diagnostic,false,A2780cis,20k/30k,NaN,-317.8227136070844,2.1334493128729466e7,1.5468518318768998,4,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,waning drug effect and regrowth,,1.3033401811989338,survival_or_regrowth,"(names = [:k_kill_20k, :lambda_20k, :k_kill_30k, :lambda_30k], values = [0.09749972744864135, 1.308099622368737e-12, 0.11305895591960524, 1.3105141143786297e-9], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_anchored_hill_kill,independent_diagnostic,false,A2780cis,20k/30k,NaN,-317.7883638505723,1.9065274545451358e7,1.3925478806490044,6,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,immediate logistic growth or extinction,monotonic benchmark; cannot represent rise_then_decline,NaN,not_assessed,"(names = [:emax_20k, :ec50_uM_20k, :hill_n_20k, :emax_30k, :ec50_uM_30k, :hill_n_30k], values = [0.38174946695662865, 1.5253408948582199, 3.874563239325987, 0.33701570926319785, 1.339832058230176, 5.998486008555532], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
joint_ic_effect_logistic_hill,independent_diagnostic,false,A2780cis,20k/30k,NaN,-316.9279982998844,1.927904828132634e7,1.4068842730932247,6,84,2,3,0.67=IC25;1.0=IC50;1.47=IC75,densities=20k/30k;doses=0.67/1.0/1.47,adaptation_theta_logistic_growth,exact_density_specific_untreated_family_and_parameters,trajectory_peak,fixed_nominal_day0_67_for_20k_100_for_30k,independent_diagnostic,true,logistic survival below threshold and extinction above it,,1.1263985971637402,survival_or_regrowth,"(names = [:emax_20k, :ec50_effect_20k, :hill_n_20k, :emax_30k, :ec50_effect_30k, :hill_n_30k], values = [0.19132387132271222, 0.5835271510762066, 9.999999999435284, 0.4792147501120349, 0.7820090343469904, 4.794489314520179], package_api = ""GrowthParameterEstimation.profile_joint_fit_bounds/run_joint_fit"")"
