time,count,source_file,condition,density,cell_line,dose,mix,replicate
12.0,4027.195255,A2780Naive_sample_averages.csv,monoculture_untreated,30k,A2780Naive,0.0,,3
13.0,4159.386227,A2780Naive_sample_averages.csv,monoculture_untreated,20k,A2780Naive,0.0,,3
13.0,4150.009491,A2780Naive_sample_averages.csv,monoculture_untreated,30k,A2780Naive,0.0,,3
14.0,4131.636111,A2780Naive_sample_averages.csv,monoculture_untreated,20k,A2780Naive,0.0,,3
14.0,4169.379282,A2780Naive_sample_averages.csv,monoculture_untreated,30k,A2780Naive,0.0,,3
1.0,57.655671,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
1.0,102.98206,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
2.0,90.171644,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
2.0,179.641667,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
3.0,173.095023,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
3.0,325.496759,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
4.0,295.073611,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
4.0,635.751968,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
5.0,580.590856,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
5.0,1166.639005,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
6.0,1033.945949,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
6.0,1930.467477,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
7.0,1749.948495,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
7.0,2704.346759,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
8.0,2536.235532,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
8.0,3217.967708,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
9.0,3229.907407,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
9.0,3820.144329,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
10.0,3149.869676,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
10.0,3470.754051,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
11.0,3829.814468,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
11.0,4200.269907,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
12.0,3443.30081,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
12.0,3598.218056,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
13.0,3995.155208,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
13.0,4096.906597,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
14.0,3383.104861,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
14.0,3743.41956,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
16.0,3862.737269,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
16.0,3468.14294,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
18.0,4292.013194,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,1
18.0,4087.085532,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,1
1.0,64.424074,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
1.0,60.657176,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
2.0,103.394907,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
2.0,115.033796,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
3.0,192.022569,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
3.0,208.982176,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
4.0,376.317708,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
4.0,429.734375,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
5.0,752.6125,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
5.0,789.190509,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
6.0,1344.778125,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
6.0,1673.607986,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
7.0,2061.048611,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
7.0,2302.454282,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
8.0,3171.15463,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
8.0,3097.737731,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
9.0,3628.323958,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
9.0,3676.346991,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
10.0,3411.604167,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
10.0,3492.914352,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
11.0,4026.19919,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
11.0,4177.122801,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
12.0,3692.126157,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
12.0,3477.032292,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
13.0,4189.800347,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
13.0,4139.838657,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
14.0,3376.893866,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
14.0,3624.434028,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
16.0,3874.037731,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
16.0,3919.684954,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
18.0,3893.271875,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,2
18.0,3418.522454,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,2
1.0,81.07963,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
1.0,77.680324,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
2.0,127.515625,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
2.0,125.908218,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
3.0,243.10081,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
3.0,204.058102,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
4.0,460.940856,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
4.0,447.31956,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
5.0,923.61169,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
5.0,797.939583,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
6.0,1510.577083,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
6.0,1518.37963,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
7.0,2478.031597,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
7.0,2411.976505,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
8.0,3601.287616,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
8.0,3240.972338,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
9.0,3894.415394,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
9.0,3788.472685,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
10.0,3731.350926,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
10.0,3567.205903,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
11.0,4147.759722,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
11.0,4158.058681,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
12.0,4043.41794,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
12.0,3486.886227,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
13.0,4326.765509,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
13.0,4184.87662,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
14.0,3288.347106,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
14.0,3828.251505,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
16.0,3498.049074,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
16.0,3760.609028,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
18.0,4090.486343,A2780cis_sample_averages.csv,monoculture_untreated,20k,A2780cis,0.0,,3
18.0,3448.148727,A2780cis_sample_averages.csv,monoculture_untreated,30k,A2780cis,0.0,,3
