time,observed,predicted,fixed_day0_anchor,model,pooling_mode,cell_line,density,dose,ic_label,effect_level,growth_family,joint_group
6.0,1947.6582176666668,1624.7435923466398,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2594.510609333334,2200.6798320756507,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2352.0106483333334,2653.3878809902844,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3220.0850306666666,2938.5844180784325,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2953.806751666667,3091.775420158584,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3595.1114196666663,3168.8521190105052,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2534.660455333333,3208.2531637702455,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3853.449228666667,3229.98924740236,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,4116.669907333334,3243.3047700415773,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,73.88472200000001,113.26275189781683,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,143.64463766666665,158.91351845896648,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,301.875849,262.58418187456675,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,670.1066746666667,483.8670202920933,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1170.9108796666667,925.6009792333555,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1348.3380016666667,1592.2794764123983,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1881.759761,1941.4276038631608,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1606.1887733333333,2219.0650729729346,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,2421.258526333333,2424.0768809807846,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1957.2380400000002,2560.792237497835,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,2537.103395,2647.5068338919696,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2244.322531,2702.283882583964,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,2827.4429400000004,2737.8771615125174,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3433.938387333333,2762.047872522058,false,joint_ic_effect_hill_ramp_onset,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,79.832716,75.72337217351779,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,136.68186733333332,106.34794271933944,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,256.032137,176.88969035072319,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,551.4876543333334,331.919988779256,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,932.248611,661.2407590555689,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1630.1435956666667,1280.6374829349907,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2349.2489583333336,2161.460024062826,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2344.200308666667,2980.1536014138005,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3261.814429,3472.0558797908902,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2744.403163333333,3688.1745260110465,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3624.0109566666665,3768.0309985603676,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2656.8393906666665,3795.1352876309675,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3902.5750386666664,3803.9860070967275,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,2987.771682,3806.8568340216098,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,82.57476866666666,72.34448259167993,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,153.74926733333334,97.12127605295521,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,298.6227236666667,154.6698706215876,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,584.2937496666667,279.1147784201822,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1028.8575233333333,540.8105178502377,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1728.4681713333332,1043.3430708649787,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2346.5103780000004,1814.5698309147244,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2305.3690973333332,2630.40286419166,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3049.6326773333335,3195.9052716297033,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,3134.858873333333,3476.621466476206,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3720.5385029999998,3591.675661734356,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2824.6677086666664,3635.3466766842857,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3906.9917053333334,3652.067078038458,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,4011.9759260000005,3659.0743229899263,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,66.07534733333334,62.55160981870577,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,136.019406,72.71384160910962,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,262.4119983333333,100.67237410135067,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,627.1851849999999,159.52848860797897,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1055.7064813333334,278.10627411202563,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1644.4327546666666,509.1127626747965,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1888.7926696666666,919.8670904725449,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1640.846373333333,1520.5322723646539,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,2390.4506556666665,2168.11905523802,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1885.2126543333334,2662.7745697147943,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,2693.7878856666666,2947.7841244193146,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2554.914467666667,3086.80606129725,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3229.3090276666667,3150.8103115130098,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3171.784760666667,3181.1387119925944,false,joint_ic_effect_logistic_hill,shared,A2780cis,20k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,119.12291633333332,112.87694811499702,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,208.10995366666666,157.84249522740217,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,381.1926696666667,259.99111836111166,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,731.6507716666666,477.8180912687191,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1291.6760416666666,912.7009315360725,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1980.2315586666666,1642.5410973102682,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2670.8478393333335,2521.8475997038936,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2545.009915,3209.919697957829,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3548.7987266666664,3575.545028720019,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2897.7104553333334,3726.4512309506686,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3797.833449333333,3780.873145315947,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2884.930285666667,3799.2340453402808,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,4146.366087666666,3805.2563861853273,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3326.884761,3807.2428337384313,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,117.62118066666666,107.84419903433007,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,206.52970666666667,144.19522972193508,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,392.79753066666666,227.63790106017666,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,793.1631946666666,403.46457264084376,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1328.3501159999998,754.2447719626483,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1947.6582176666668,1365.07232580361,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2594.510609333334,2171.9674355291327,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2352.0106483333334,2892.1021640774934,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3220.0850306666666,3328.565934763427,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2953.806751666667,3530.0526702805573,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3595.1114196666663,3610.778005458853,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2534.660455333333,3641.775553761403,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3853.449228666667,3654.1587768155155,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,4116.669907333334,3659.740239351554,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,100.0,100.0,true,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,73.88472200000001,93.25618031547937,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,143.64463766666665,108.05560212531631,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,301.875849,148.68543180527166,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,670.1066746666667,232.97173684292616,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1170.9108796666667,397.80017020527896,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1348.3380016666667,701.5802022684901,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,1881.759761,1193.07758497593,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,1606.1887733333333,1820.7780991391462,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,2421.258526333333,2403.2680671822786,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,1957.2380400000002,2797.651245752195,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,2537.103395,3010.3272171515177,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2244.322531,3112.5132412730645,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,2827.4429400000004,3160.7184314034325,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,3433.938387333333,3184.823469143105,false,joint_ic_effect_logistic_hill,shared,A2780cis,30k,1.47,IC75,0.75,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,79.832716,75.98240186486794,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,136.68186733333332,107.07226125725265,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,256.032137,178.67282815678882,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,551.4876543333334,336.2326704425513,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,932.248611,671.1407115974164,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1630.1435956666667,1296.740109561453,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2349.2489583333336,2141.5663162464593,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
8.0,2344.200308666667,2925.83399594684,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
9.0,3261.814429,3423.350952643386,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
10.0,2744.403163333333,3666.746448448889,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
11.0,3624.0109566666665,3773.5009586364304,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
12.0,2656.8393906666665,3820.686442870731,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
13.0,3902.5750386666664,3843.357527158197,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
14.0,2987.771682,3855.5853725556462,false,joint_ic_effect_transit_death,shared,A2780cis,20k,0.67,IC25,0.25,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
0.0,67.0,67.0,true,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
1.0,82.57476866666666,75.98240186486794,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
2.0,153.74926733333334,107.07226125725265,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
3.0,298.6227236666667,178.67282815678882,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
4.0,584.2937496666667,336.2326704425513,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
5.0,1028.8575233333333,671.1407115974164,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
6.0,1728.4681713333332,1273.9846988235877,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
7.0,2346.5103780000004,1820.664183654767,false,joint_ic_effect_transit_death,shared,A2780cis,20k,1.0,IC50,0.5,adaptation_theta_logistic_growth,densities=20k/30k;doses=0.67/1.0/1.47
