source_group,source_file,density,mix_label,cell_line,model,parameter_name,parameter_value,sse,aic,bic,loss
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,n,2.8633,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,rR_scale,0.1767,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,sensitive_resistant,rS_scale,0.2005,20989.141,292.52941,306.98271,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition,Emax,0.9995,14328.801,265.3514,270.77138,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition,IC50,1,14328.801,265.3514,270.77138,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition,n,5.9733,14328.801,265.3514,270.77138,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition_dde,Emax,0.9993,14364.594,267.46366,274.69031,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition_dde,IC50,1,14364.594,267.46366,274.69031,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition_dde,n,5.9639,14364.594,267.46366,274.69031,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_inhibition_dde,tau,3,14364.594,267.46366,274.69031,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill,K50,1.1395,4050.254,208.49426,213.91424,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill,kmax,1.1363,4050.254,208.49426,213.91424,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill,n,5.2799,4050.254,208.49426,213.91424,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill_dde,K50,5.7292,24457.261,291.4109,298.63755,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill_dde,kmax,3.7856,24457.261,291.4109,298.63755,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill_dde,n,1.4583,24457.261,291.4109,298.63755,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,theta_hill_kill_dde,tau,2.9544,24457.261,291.4109,298.63755,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780Naive,time_delay,alpha,0.2252,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,time_delay,alpha,0.2252,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780Naive,time_delay,beta,0.5,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,time_delay,beta,0.5,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780Naive,time_delay,kD,1.3779,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,time_delay,kD,1.3779,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780Naive,time_delay,n,1.6709,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,time_delay,n,1.6709,2008.7915,178.93817,186.16482,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,transit_erlang_m4,K50,1.2459,2820.5983,194.21188,201.43853,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,transit_erlang_m4,kmax,1.5635,2820.5983,194.21188,201.43853,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,transit_erlang_m4,n,3.8968,2820.5983,194.21188,201.43853,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780Naive,transit_erlang_m4,tau,6.4572,2820.5983,194.21188,201.43853,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model1_parpi,alpha,0.0942,3297.9209,199.24733,204.66731,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model1_parpi,beta,0.4915,3297.9209,199.24733,204.66731,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model1_parpi,d,3.9904,3297.9209,199.24733,204.66731,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model2_parpi,alpha,0.4836,3334.8113,199.7479,205.16789,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model2_parpi,beta,0,3334.8113,199.7479,205.16789,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model2_parpi,d,1.9156,3334.8113,199.7479,205.16789,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model3_parpi,alpha,0.1933,3333.5277,201.73058,208.95723,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model3_parpi,beta,0.2841,3333.5277,201.73058,208.95723,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model3_parpi,d,2.7194,3333.5277,201.73058,208.95723,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model3_parpi,gamma,0.4936,3333.5277,201.73058,208.95723,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model4_parpi,alpha,0.0896,3298.5413,199.25579,204.67578,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model4_parpi,d,3.9901,3298.5413,199.25579,204.67578,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,Model4_parpi,phi,0.0019,3298.5413,199.25579,204.67578,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,adaptive_ic50,Emax,0.9247,1938.0368,179.32457,188.35788,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,adaptive_ic50,IC50_0,1.2868,1938.0368,179.32457,188.35788,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,adaptive_ic50,a,0.4998,1938.0368,179.32457,188.35788,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,adaptive_ic50,b,0.7156,1938.0368,179.32457,188.35788,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,adaptive_ic50,n,2.828,1938.0368,179.32457,188.35788,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,biexponential,lambda1,3.8205,61096.867,330.6099,336.02989,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,biexponential,lambda2,0,61096.867,330.6099,336.02989,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,biexponential,w,0,61096.867,330.6099,336.02989,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,damage_repair_arrest,K50,2.7388,2189.4846,186.81415,197.65413,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,damage_repair_arrest,dA,1.6644,2189.4846,186.81415,197.65413,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,damage_repair_arrest,k_arr,1.9863,2189.4846,186.81415,197.65413,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,damage_repair_arrest,k_rep,0.0078,2189.4846,186.81415,197.65413,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,damage_repair_arrest,kmax,0.3563,2189.4846,186.81415,197.65413,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,damage_repair_arrest,n,1.2355,2189.4846,186.81415,197.65413,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,lag_hill_inhibition,Emax,0.377,1889.3063,178.17861,187.21193,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,lag_hill_inhibition,IC50,1.4016,1889.3063,178.17861,187.21193,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,lag_hill_inhibition,m,6.4833,1889.3063,178.17861,187.21193,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,lag_hill_inhibition,n,4.0929,1889.3063,178.17861,187.21193,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,lag_hill_inhibition,t_lag,0.4084,1889.3063,178.17861,187.21193,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,pkpd_hill_inhibition,Emax,0.9715,8980.1252,246.3248,253.55145,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,pkpd_hill_inhibition,IC50,14.156,8980.1252,246.3248,253.55145,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,pkpd_hill_inhibition,k_e,1.5767,8980.1252,246.3248,253.55145,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,pkpd_hill_inhibition,n,1.3743,8980.1252,246.3248,253.55145,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,K50R,91.7293,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,K50S,2.6853,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,S0_frac,0.7419,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,kR_max,1.4572,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,kS_max,1.1451,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,n,3.8551,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,rR_scale,0.6806,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,sensitive_resistant,rS_scale,0.9887,1878.0974,183.91084,198.36414,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition,Emax,0.9225,1985.8912,176.42223,181.84221,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition,IC50,2.3505,1985.8912,176.42223,181.84221,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition,n,2.1036,1985.8912,176.42223,181.84221,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition_dde,Emax,1,1985.6199,178.41608,185.64273,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition_dde,IC50,2.4976,1985.6199,178.41608,185.64273,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition_dde,n,2.0682,1985.6199,178.41608,185.64273,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_inhibition_dde,tau,0.0356,1985.6199,178.41608,185.64273,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780cis,theta_hill_kill,K50,8.972,1848.8632,173.20487,178.62486,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill,K50,8.972,1848.8632,173.20487,178.62486,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780cis,theta_hill_kill,kmax,3.9293,1848.8632,173.20487,178.62486,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill,kmax,3.9293,1848.8632,173.20487,178.62486,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_best_models.csv,30k,,A2780cis,theta_hill_kill,n,1.9393,1848.8632,173.20487,178.62486,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill,n,1.9393,1848.8632,173.20487,178.62486,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill_dde,K50,5.8138,1796.3571,173.90841,181.13506,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill_dde,kmax,3.0524,1796.3571,173.90841,181.13506,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill_dde,n,1.9989,1796.3571,173.90841,181.13506,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,theta_hill_kill_dde,tau,1.5677,1796.3571,173.90841,181.13506,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,time_delay,alpha,0.3237,1824.3149,174.60338,181.83003,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,time_delay,beta,0.5,1824.3149,174.60338,181.83003,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,time_delay,kD,4.1463,1824.3149,174.60338,181.83003,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,time_delay,n,1.8353,1824.3149,174.60338,181.83003,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,transit_erlang_m4,K50,7.8476,1875.3996,175.84615,183.0728,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,transit_erlang_m4,kmax,3.2192,1875.3996,175.84615,183.0728,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,transit_erlang_m4,n,1.9575,1875.3996,175.84615,183.0728,
treated_monoculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Treated MonoCulture/outputs/treated_monoculture_model_bic_results.csv,30k,,A2780cis,transit_erlang_m4,tau,0.2,1875.3996,175.84615,183.0728,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_competitive_death_log,p1,0,16.205707,-10.475017,-4.8702275,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_competitive_death_log,p2,0,16.205707,-10.475017,-4.8702275,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_competitive_death_log,p3,0.352933,16.205707,-10.475017,-4.8702275,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_competitive_death_log,p4,0,16.205707,-10.475017,-4.8702275,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_competitive_log,p1,3.99942,25.111009,-1.3367308,1.4656639,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_competitive_log,p2,6e-06,25.111009,-1.3367308,1.4656639,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_competitive_log,p1,505.18611,10.398656,-25.785624,-21.582032,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_competitive_log,p2,-1.349361,10.398656,-25.785624,-21.582032,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_competitive_log,p3,-0.489973,10.398656,-25.785624,-21.582032,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_death_log,p1,35440.463,13.943918,-16.984619,-12.781027,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_death_log,p2,0.491368,13.943918,-16.984619,-12.781027,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_death_log,p3,0,13.943918,-16.984619,-12.781027,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_log,p1,9851.0364,102.40311,38.83159,40.232787,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_symmetric_alpha_log,p1,905.64142,12.034733,-23.402016,-20.599621,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_sharedK_symmetric_alpha_log,p2,-0.584782,12.034733,-23.402016,-20.599621,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,25-75,,fixed_mono_symmetric_alpha_log,p1,-0.190065,22.585127,-6.5171742,-5.1159768,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_competitive_death_log,p1,0,4.4656398,-49.143547,-43.538757,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_competitive_death_log,p2,0.027181,4.4656398,-49.143547,-43.538757,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_competitive_death_log,p3,0.241635,4.4656398,-49.143547,-43.538757,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_competitive_death_log,p4,0,4.4656398,-49.143547,-43.538757,
untreated_coculture,D:/3_Research/CancerGrowthDynamics/Modelling Data Notebooks/Untreated CoCulture/untreated_coculture_simplified_fits.csv,20k,50-50,,fixed_mono_competitive_log,p1,3.738847,6.8270334,-40.409215,-37.60682,
